StudentID,Year,Term,Course,FinalGrade
S10550,2027,Summer,MATH101,75.4
S11764,2033,Spring,CS150,80.7
S12633,2038,Summer,ECON210,91.8
S10672,2028,Spring,ENG201,73.3
S11241,2031,Fall,BIO110,78.4
S10724,2028,Fall,ECON210,77.4
S12459,2037,Fall,MATH101,91.8
S10147,2025,Fall,CHEM120,61.4
S12966,2039,Spring,ENG201,93.5
S12412,2037,Fall,HIST205,79.0
S11541,2032,Summer,ENG201,95.5
S11288,2031,Spring,ECON210,71.2
S11843,2034,Spring,CS150,84.7
S11571,2032,Spring,CHEM120,71.3
S12252,2036,Fall,MATH101,75.1
S11762,2033,Spring,BIO110,83.3
S10129,2025,Spring,PSY101,68.0
S10072,2025,Fall,HIST205,71.7
S12712,2038,Fall,HIST205,93.3
S11071,2030,Summer,CS150,82.5
S12067,2035,Summer,PSY101,84.3
S12434,2037,Summer,ENG201,89.8
S12039,2035,Summer,CHEM120,71.2
S11202,2031,Spring,CS150,81.0
S10827,2029,Spring,CS150,73.2
S12770,2038,Summer,BIO110,87.7
S12016,2035,Fall,BIO110,83.2
S10313,2026,Summer,ENG201,79.8
S10394,2026,Summer,CS150,82.8
S12976,2039,Summer,ECON210,100.0
S10625,2028,Fall,CS150,71.9
S11339,2031,Summer,ENG201,81.4
S13047,2040,Fall,ENG201,89.3
S10733,2028,Spring,ENG201,62.4
S12686,2038,Summer,ECON210,93.1
S12040,2035,Summer,PSY101,79.8
S12230,2036,Fall,ENG201,81.2
S12337,2036,Fall,BIO110,87.1
S10407,2027,Summer,PSY101,73.5
S10121,2025,Spring,HIST205,64.7
S10551,2027,Fall,MATH101,73.4
S10945,2029,Fall,PSY101,68.8
S12885,2039,Fall,CHEM120,86.7
S12004,2035,Fall,HIST205,70.2
S13014,2040,Summer,BIO110,87.3
S10500,2027,Summer,BIO110,82.1
S10442,2027,Spring,ECON210,58.1
S11862,2034,Summer,ENG201,90.3
S10603,2028,Summer,CHEM120,86.8
S11142,2030,Spring,CHEM120,77.5
S12094,2035,Spring,ECON210,93.6
S12741,2038,Summer,CS150,93.0
S11656,2033,Spring,CHEM120,84.0
S12579,2037,Spring,HIST205,100.0
S12333,2036,Summer,MATH101,83.8
S11639,2033,Summer,HIST205,74.1
S11118,2030,Summer,CS150,80.3
S11140,2030,Fall,CS150,76.3
S12044,2035,Summer,CHEM120,78.8
S11739,2033,Spring,ENG201,96.4
S10953,2029,Fall,MATH101,88.9
S12581,2037,Spring,BIO110,91.1
S11655,2033,Fall,HIST205,80.3
S10820,2029,Summer,BIO110,73.2
S12464,2037,Summer,ENG201,95.0
S10815,2029,Fall,ECON210,65.4
S11489,2032,Spring,CHEM120,91.4
S10265,2026,Spring,CHEM120,63.4
S10691,2028,Spring,BIO110,85.3
S10416,2027,Fall,ECON210,87.1
S12975,2039,Fall,ENG201,91.5
S11617,2033,Fall,CS150,76.7
S10587,2027,Fall,ECON210,67.9
S12360,2036,Spring,CHEM120,78.4
S10348,2026,Fall,HIST205,67.6
S12140,2035,Fall,ECON210,86.7
S11794,2033,Spring,MATH101,84.4
S11623,2033,Spring,MATH101,77.3
S10430,2027,Summer,ENG201,65.2
S12013,2035,Spring,CHEM120,77.8
S12312,2036,Fall,BIO110,88.5
S12364,2036,Fall,BIO110,81.6
S11505,2032,Fall,PSY101,77.7
S11948,2034,Fall,MATH101,93.0
S10285,2026,Spring,PSY101,57.7
S10773,2028,Fall,CS150,83.8
S11752,2033,Spring,ECON210,77.4
S11190,2030,Spring,CHEM120,79.5
S11668,2033,Spring,MATH101,89.4
S12987,2039,Spring,ECON210,91.4
S12547,2037,Fall,BIO110,83.5
S11277,2031,Summer,ENG201,83.1
S11871,2034,Spring,ENG201,82.3
S11161,2030,Spring,ECON210,97.0
S12934,2039,Fall,ECON210,97.7
S10473,2027,Spring,CHEM120,85.6
S12022,2035,Fall,ENG201,96.2
S11343,2031,Spring,BIO110,89.5
S10336,2026,Summer,PSY101,66.7
S12955,2039,Summer,PSY101,100.0
S12519,2037,Summer,PSY101,81.2
S12335,2036,Spring,HIST205,91.3
S12030,2035,Summer,PSY101,91.8
S10556,2027,Fall,HIST205,70.8
S12540,2037,Fall,ENG201,82.3
S12753,2038,Fall,BIO110,88.1
S11908,2034,Fall,MATH101,74.4
S10506,2027,Summer,BIO110,69.9
S11287,2031,Fall,BIO110,84.1
S10462,2027,Fall,ECON210,69.1
S11669,2033,Summer,BIO110,87.0
S12751,2038,Spring,MATH101,100.0
S12106,2035,Spring,PSY101,78.1
S10877,2029,Fall,CHEM120,79.1
S11737,2033,Fall,CS150,74.1
S11554,2032,Spring,BIO110,79.5
S11453,2032,Summer,BIO110,100.0
S13193,2040,Summer,HIST205,87.1
S10439,2027,Spring,MATH101,74.2
S11800,2034,Spring,ECON210,99.2
S10758,2028,Summer,MATH101,69.1
S11501,2032,Fall,CS150,76.9
S12401,2037,Summer,CHEM120,89.4
S12676,2038,Fall,CS150,92.1
S10876,2029,Summer,MATH101,73.2
S10404,2027,Fall,CHEM120,71.1
S12475,2037,Fall,CHEM120,93.8
S12200,2036,Spring,BIO110,100.0
S12524,2037,Spring,BIO110,95.4
S11154,2030,Fall,MATH101,91.8
S10784,2028,Fall,CS150,80.5
S13157,2040,Summer,CS150,92.9
S12166,2035,Fall,ENG201,78.8
S10057,2025,Spring,MATH101,69.5
S10405,2027,Fall,PSY101,79.6
S10279,2026,Summer,CS150,70.3
S12068,2035,Summer,HIST205,96.7
S13117,2040,Summer,ECON210,86.0
S12050,2035,Fall,ENG201,91.9
S10657,2028,Fall,ECON210,75.8
S11442,2032,Summer,BIO110,82.8
S12812,2039,Summer,MATH101,100.0
S11136,2030,Summer,ECON210,88.2
S10596,2027,Summer,PSY101,72.5
S12656,2038,Spring,CHEM120,80.6
S12767,2038,Fall,CHEM120,93.0
S12889,2039,Spring,ECON210,93.7
S13118,2040,Fall,MATH101,100.0
S12747,2038,Fall,CHEM120,80.1
S10841,2029,Spring,MATH101,82.7
S10507,2027,Spring,ECON210,67.8
S10395,2026,Spring,MATH101,69.6
S10042,2025,Fall,CS150,71.1
S12484,2037,Summer,CHEM120,83.6
S10271,2026,Spring,ECON210,61.8
S12773,2038,Spring,PSY101,76.9
S11036,2030,Fall,ENG201,68.9
S10487,2027,Fall,HIST205,66.0
S11921,2034,Fall,MATH101,90.0
S10242,2026,Spring,PSY101,77.4
S12103,2035,Summer,CS150,94.3
S10134,2025,Summer,ECON210,64.6
S10441,2027,Fall,MATH101,74.4
S10804,2029,Summer,HIST205,73.9
S10174,2025,Fall,CS150,74.2
S13028,2040,Spring,ENG201,87.9
S12883,2039,Fall,HIST205,94.3
S10077,2025,Spring,CS150,69.6
S10318,2026,Fall,MATH101,75.9
S10457,2027,Summer,ENG201,66.4
S11740,2033,Spring,CHEM120,81.8
S10321,2026,Fall,BIO110,78.1
S10533,2027,Fall,HIST205,65.0
S12597,2037,Spring,MATH101,89.7
S10513,2027,Fall,MATH101,67.4
S11259,2031,Spring,CHEM120,79.6
S12522,2037,Summer,PSY101,90.9
S10583,2027,Summer,MATH101,92.8
S10527,2027,Fall,BIO110,75.1
S12685,2038,Fall,CS150,91.9
S10485,2027,Fall,HIST205,63.3
S10117,2025,Spring,CHEM120,62.7
S11247,2031,Fall,CHEM120,73.8
S12897,2039,Summer,CHEM120,100.0
S11401,2032,Summer,ENG201,85.6
S12826,2039,Fall,BIO110,100.0
S12465,2037,Fall,HIST205,95.1
S10569,2027,Summer,HIST205,71.9
S11485,2032,Spring,CHEM120,88.8
S11276,2031,Summer,HIST205,98.6
S11426,2032,Summer,PSY101,97.8
S11964,2034,Fall,ENG201,88.4
S12347,2036,Summer,BIO110,79.8
S10537,2027,Fall,BIO110,71.6
S10477,2027,Fall,HIST205,77.2
S10312,2026,Summer,PSY101,79.9
S11886,2034,Fall,ENG201,77.5
S11709,2033,Summer,ENG201,74.9
S10466,2027,Summer,ECON210,79.6
S12257,2036,Summer,ECON210,83.3
S12179,2035,Spring,HIST205,85.4
S12153,2035,Fall,CS150,87.2
S12608,2038,Summer,CHEM120,96.5
S12572,2037,Summer,MATH101,85.6
S10905,2029,Spring,BIO110,77.7
S12061,2035,Fall,BIO110,84.2
S10633,2028,Summer,CHEM120,72.6
S12662,2038,Summer,CHEM120,94.1
S10419,2027,Fall,HIST205,75.2
S12345,2036,Fall,MATH101,95.4
S11393,2031,Summer,PSY101,81.1
S12824,2039,Spring,HIST205,90.2
S12766,2038,Fall,PSY101,89.1
S12424,2037,Summer,BIO110,75.8
S11152,2030,Fall,ECON210,73.6
S12122,2035,Fall,CS150,85.2
S12387,2036,Spring,ECON210,79.3
S10052,2025,Fall,HIST205,66.6
S12404,2037,Fall,MATH101,100.0
S11440,2032,Fall,ENG201,86.6
S12188,2035,Fall,CHEM120,81.9
S10392,2026,Fall,HIST205,62.8
S11484,2032,Summer,ENG201,83.1
S11111,2030,Spring,CS150,80.4
S12813,2039,Spring,CHEM120,88.1
S11295,2031,Spring,HIST205,79.2
S11321,2031,Spring,HIST205,84.2
S12227,2036,Summer,ENG201,81.9
S10684,2028,Fall,MATH101,66.2
S10387,2026,Summer,MATH101,88.3
S10750,2028,Summer,MATH101,68.6
S12977,2039,Spring,ENG201,83.9
S12104,2035,Spring,ECON210,75.8
S10314,2026,Summer,MATH101,83.8
S12169,2035,Fall,MATH101,89.1
S12545,2037,Summer,ENG201,91.5
S12469,2037,Spring,CS150,86.3
S10199,2025,Spring,BIO110,62.9
S11458,2032,Summer,ECON210,91.7
S11718,2033,Summer,HIST205,88.3
S11479,2032,Summer,ENG201,77.8
S13129,2040,Fall,PSY101,88.7
S10216,2026,Summer,BIO110,67.2
S10668,2028,Summer,HIST205,54.8
S12452,2037,Fall,MATH101,87.5
S10554,2027,Fall,CS150,77.4
S13120,2040,Spring,MATH101,88.1
S11309,2031,Summer,CHEM120,83.8
S10598,2027,Summer,ENG201,71.1
S10239,2026,Fall,HIST205,80.2
S10667,2028,Fall,MATH101,88.0
S11063,2030,Summer,HIST205,64.7
S10071,2025,Summer,MATH101,84.3
S12099,2035,Summer,CHEM120,91.9
S11528,2032,Summer,CHEM120,77.4
S10489,2027,Spring,ECON210,81.7
S12832,2039,Spring,ECON210,100.0
S11056,2030,Fall,PSY101,78.5
S12992,2039,Spring,MATH101,91.2
S12316,2036,Fall,ENG201,93.4
S11968,2034,Summer,HIST205,82.4
S11481,2032,Summer,MATH101,78.4
S10273,2026,Spring,HIST205,73.4
S12019,2035,Summer,HIST205,75.4
S12590,2037,Fall,HIST205,97.9
S10488,2027,Fall,ECON210,88.2
S10116,2025,Fall,CS150,71.7
S11002,2030,Fall,CS150,79.1
S13038,2040,Spring,ENG201,84.3
S12838,2039,Summer,PSY101,100.0
S11708,2033,Spring,ENG201,81.6
S11178,2030,Spring,CHEM120,70.8
S10508,2027,Summer,CS150,75.1
S11935,2034,Spring,CS150,72.0
S11229,2031,Summer,CHEM120,97.7
S13149,2040,Spring,ECON210,84.8
S10630,2028,Fall,ENG201,62.5
S10010,2025,Fall,PSY101,68.3
S10109,2025,Spring,ENG201,71.4
S10919,2029,Spring,BIO110,78.9
S11898,2034,Fall,PSY101,88.5
S12290,2036,Fall,BIO110,100.0
S12023,2035,Fall,MATH101,74.9
S11244,2031,Summer,BIO110,74.8
S11236,2031,Fall,ECON210,93.4
S10172,2025,Summer,HIST205,71.4
S12994,2039,Summer,ENG201,83.1
S12268,2036,Spring,PSY101,82.6
S11185,2030,Spring,ENG201,86.2
S11563,2032,Spring,PSY101,88.4
S10761,2028,Fall,BIO110,77.0
S10816,2029,Summer,ENG201,79.5
S10560,2027,Summer,ECON210,77.0
S12326,2036,Spring,ECON210,77.9
S11892,2034,Spring,ECON210,80.5
S12276,2036,Spring,ENG201,92.1
S10716,2028,Summer,MATH101,76.9
S11697,2033,Spring,ECON210,77.2
S11119,2030,Spring,MATH101,87.1
S11677,2033,Spring,ENG201,94.8
S10027,2025,Fall,ENG201,75.0
S10362,2026,Fall,PSY101,72.5
S13072,2040,Spring,ECON210,93.6
S10270,2026,Fall,ECON210,84.9
S11373,2031,Fall,MATH101,67.1
S13098,2040,Summer,ENG201,91.0
S11944,2034,Fall,CHEM120,89.0
S11242,2031,Spring,HIST205,75.3
S10851,2029,Spring,ENG201,72.9
S10588,2027,Fall,HIST205,81.3
S10352,2026,Summer,PSY101,80.2
S12405,2037,Summer,CHEM120,98.7
S12460,2037,Summer,BIO110,88.6
S11696,2033,Summer,CHEM120,74.7
S11736,2033,Spring,ECON210,74.2
S10670,2028,Fall,CHEM120,86.0
S13144,2040,Summer,PSY101,95.5
S11812,2034,Fall,MATH101,96.9
S11702,2033,Summer,CS150,87.7
S11819,2034,Fall,HIST205,76.1
S10883,2029,Summer,CS150,85.7
S10358,2026,Summer,HIST205,75.9
S12297,2036,Spring,CS150,97.9
S11825,2034,Summer,ENG201,87.5
S12457,2037,Spring,CHEM120,89.9
S13167,2040,Spring,ECON210,93.3
S11412,2032,Summer,MATH101,85.0
S11165,2030,Summer,PSY101,98.2
S10049,2025,Summer,ECON210,57.9
S12489,2037,Summer,CHEM120,72.6
S11581,2032,Fall,PSY101,90.5
S12497,2037,Summer,CS150,85.8
S11751,2033,Summer,HIST205,88.1
S12490,2037,Spring,CHEM120,87.9
S11628,2033,Spring,MATH101,83.2
S11478,2032,Fall,CHEM120,74.2
S12926,2039,Summer,ECON210,89.7
S12095,2035,Summer,CHEM120,84.7
S11301,2031,Spring,HIST205,87.9
S12008,2035,Fall,CS150,90.6
S10796,2028,Fall,CS150,75.7
S12672,2038,Fall,BIO110,91.4
S12096,2035,Summer,HIST205,90.7
S12570,2037,Summer,ENG201,88.3
S11824,2034,Summer,MATH101,85.3
S12205,2036,Fall,CHEM120,90.4
S10342,2026,Fall,ECON210,75.3
S12555,2037,Summer,PSY101,92.3
S10801,2029,Fall,ECON210,73.2
S11138,2030,Spring,ENG201,83.4
S10909,2029,Fall,MATH101,94.6
S12156,2035,Fall,HIST205,82.3
S12389,2036,Fall,MATH101,94.9
S10799,2028,Spring,BIO110,76.2
S10225,2026,Spring,CHEM120,82.0
S12707,2038,Spring,ENG201,89.5
S10378,2026,Fall,BIO110,90.9
S11463,2032,Fall,ECON210,74.5
S13013,2040,Fall,BIO110,80.8
S10902,2029,Summer,BIO110,77.6
S11645,2033,Fall,CHEM120,86.1
S10101,2025,Spring,ENG201,68.6
S11261,2031,Spring,CHEM120,80.6
S12958,2039,Spring,HIST205,99.8
S12256,2036,Fall,ENG201,93.8
S10571,2027,Spring,ECON210,88.1
S12907,2039,Summer,MATH101,81.6
S11961,2034,Fall,HIST205,86.3
S10460,2027,Summer,MATH101,90.4
S11387,2031,Fall,MATH101,92.5
S11810,2034,Fall,ENG201,80.1
S12315,2036,Spring,ECON210,90.0
S10602,2028,Spring,ECON210,83.0
S12682,2038,Fall,HIST205,86.7
S12965,2039,Summer,ENG201,88.6
S12550,2037,Fall,ECON210,75.3
S11210,2031,Summer,BIO110,70.0
S11356,2031,Spring,PSY101,75.6
S12800,2039,Fall,CHEM120,92.1
S12237,2036,Spring,ECON210,79.0
S10017,2025,Summer,ENG201,74.5
S10639,2028,Fall,ENG201,65.6
S11311,2031,Fall,PSY101,86.5
S11876,2034,Spring,BIO110,79.5
S10595,2027,Summer,ECON210,70.6
S12045,2035,Spring,MATH101,94.3
S11657,2033,Fall,CHEM120,93.2
S10102,2025,Spring,CS150,69.3
S10497,2027,Spring,CS150,73.1
S11235,2031,Summer,ENG201,93.1
S12185,2035,Spring,ECON210,97.6
S10665,2028,Summer,CS150,76.9
S12211,2036,Fall,CS150,91.5
S11836,2034,Summer,CS150,74.9
S12587,2037,Spring,BIO110,86.4
S10605,2028,Fall,CS150,91.0
S11408,2032,Summer,ECON210,78.8
S11298,2031,Spring,CHEM120,82.1
S13019,2040,Fall,HIST205,96.4
S12303,2036,Summer,BIO110,88.7
S10840,2029,Spring,HIST205,76.9
S10755,2028,Summer,ENG201,97.1
S13199,2040,Fall,ECON210,95.5
S11066,2030,Fall,ECON210,68.3
S11805,2034,Summer,HIST205,71.3
S10518,2027,Fall,ENG201,75.5
S12998,2039,Summer,CS150,93.3
S11296,2031,Fall,MATH101,87.4
S13137,2040,Fall,CS150,83.8
S10478,2027,Summer,ECON210,99.3
S13180,2040,Summer,CS150,99.8
S10660,2028,Summer,ENG201,71.4
S10628,2028,Spring,PSY101,76.4
S13198,2040,Fall,BIO110,89.0
S10746,2028,Fall,CS150,77.5
S11168,2030,Fall,BIO110,83.4
S12990,2039,Fall,CHEM120,100.0
S10658,2028,Spring,ENG201,77.6
S10681,2028,Spring,BIO110,67.0
S11867,2034,Spring,PSY101,93.0
S11164,2030,Spring,PSY101,86.8
S11446,2032,Summer,ENG201,77.1
S10607,2028,Spring,PSY101,66.0
S10193,2025,Fall,CHEM120,62.0
S11180,2030,Spring,HIST205,80.1
S11523,2032,Spring,ENG201,73.7
S11983,2034,Spring,ECON210,90.9
S10928,2029,Summer,BIO110,89.9
S11064,2030,Spring,HIST205,75.8
S10703,2028,Spring,CHEM120,64.7
S11255,2031,Spring,MATH101,70.3
S12551,2037,Spring,PSY101,73.0
S12981,2039,Fall,CHEM120,100.0
S11245,2031,Spring,CS150,70.2
S12571,2037,Spring,ENG201,76.4
S11823,2034,Spring,MATH101,78.8
S12246,2036,Fall,PSY101,79.5
S12805,2039,Summer,CS150,76.5
S12430,2037,Spring,BIO110,92.5
S12584,2037,Summer,ECON210,96.8
S11336,2031,Fall,CS150,75.1
S13190,2040,Summer,ECON210,88.7
S12370,2036,Spring,CHEM120,85.4
S12796,2038,Spring,ECON210,93.9
S13008,2040,Fall,MATH101,100.0
S12128,2035,Fall,CHEM120,91.1
S10951,2029,Spring,BIO110,80.1
S10090,2025,Spring,CHEM120,72.8
S10257,2026,Fall,CHEM120,67.7
S10774,2028,Spring,CS150,81.0
S11194,2030,Fall,CS150,65.9
S10087,2025,Spring,ECON210,74.6
S11818,2034,Summer,HIST205,82.3
S11720,2033,Spring,CHEM120,86.8
S11420,2032,Summer,PSY101,85.6
S11941,2034,Summer,HIST205,80.9
S10540,2027,Fall,PSY101,81.4
S12217,2036,Summer,CHEM120,86.1
S11706,2033,Spring,CHEM120,88.0
S11200,2031,Fall,PSY101,81.0
S10092,2025,Summer,CS150,66.4
S12132,2035,Fall,CS150,90.7
S10836,2029,Spring,MATH101,89.7
S10616,2028,Fall,CHEM120,76.9
S12032,2035,Fall,HIST205,89.1
S10606,2028,Fall,CS150,69.8
S10458,2027,Summer,MATH101,70.2
S11130,2030,Fall,ENG201,81.2
S10674,2028,Spring,HIST205,64.7
S10447,2027,Spring,ECON210,67.1
S10315,2026,Fall,MATH101,73.5
S11181,2030,Spring,ENG201,89.8
S10732,2028,Spring,CS150,79.3
S11600,2033,Spring,PSY101,81.2
S10328,2026,Spring,HIST205,78.3
S10357,2026,Summer,CS150,71.0
S11875,2034,Fall,ECON210,95.2
S10771,2028,Summer,CS150,71.5
S10268,2026,Fall,CS150,69.8
S11507,2032,Spring,ENG201,89.0
S12543,2037,Summer,HIST205,85.5
S11851,2034,Spring,PSY101,98.2
S11197,2030,Summer,HIST205,83.1
S12182,2035,Summer,CS150,83.9
S12178,2035,Fall,PSY101,100.0
S11925,2034,Fall,MATH101,76.6
S10502,2027,Spring,CS150,63.5
S12157,2035,Fall,CS150,82.8
S12053,2035,Summer,ECON210,82.9
S11991,2034,Fall,PSY101,90.0
S12836,2039,Fall,CS150,100.0
S11414,2032,Spring,CS150,76.2
S11527,2032,Summer,MATH101,93.7
S10259,2026,Summer,PSY101,79.5
S10223,2026,Summer,MATH101,60.4
S13049,2040,Spring,ENG201,100.0
S11732,2033,Summer,HIST205,82.5
S12062,2035,Summer,CS150,88.5
S11095,2030,Spring,CHEM120,78.0
S11444,2032,Fall,ENG201,84.5
S11312,2031,Summer,MATH101,91.1
S10923,2029,Fall,ECON210,71.7
S10859,2029,Summer,CHEM120,82.4
S12376,2036,Fall,HIST205,83.8
S11959,2034,Summer,ENG201,85.8
S10465,2027,Summer,BIO110,72.9
S12801,2039,Spring,ENG201,100.0
S10977,2029,Spring,MATH101,57.9
S11371,2031,Fall,CHEM120,93.7
S10566,2027,Spring,CS150,58.4
S10838,2029,Spring,PSY101,85.2
S12296,2036,Summer,CS150,90.0
S10274,2026,Fall,ECON210,65.5
S12288,2036,Summer,ECON210,81.9
S10717,2028,Summer,ENG201,77.2
S11500,2032,Spring,BIO110,87.6
S12615,2038,Summer,CHEM120,94.7
S10167,2025,Fall,HIST205,87.2
S12803,2039,Summer,ENG201,82.6
S12716,2038,Fall,ECON210,94.3
S11497,2032,Spring,HIST205,91.0
S11568,2032,Spring,HIST205,68.8
S13067,2040,Fall,CHEM120,92.1
S10211,2026,Summer,ENG201,82.4
S11490,2032,Spring,CS150,76.9
S12108,2035,Fall,MATH101,82.7
S10224,2026,Fall,PSY101,69.6
S12724,2038,Summer,ENG201,100.0
S12541,2037,Summer,CS150,77.9
S10331,2026,Summer,CHEM120,66.2
S10848,2029,Summer,PSY101,72.2
S12356,2036,Summer,ECON210,83.7
S12221,2036,Summer,HIST205,81.5
S12846,2039,Spring,CHEM120,86.0
S11105,2030,Spring,ECON210,70.3
S11744,2033,Spring,CHEM120,75.2
S11214,2031,Summer,CHEM120,77.6
S10133,2025,Summer,HIST205,75.8
S12174,2035,Fall,HIST205,78.7
S11363,2031,Summer,CS150,72.2
S11576,2032,Spring,ECON210,68.4
S10289,2026,Spring,PSY101,68.4
S12569,2037,Spring,BIO110,86.1
S10005,2025,Fall,PSY101,70.1
S12594,2037,Summer,CS150,94.8
S12798,2038,Summer,PSY101,86.5
S12567,2037,Fall,HIST205,93.2
S11517,2032,Spring,ECON210,86.4
S10757,2028,Fall,PSY101,77.5
S12923,2039,Spring,ENG201,90.2
S10567,2027,Fall,HIST205,66.6
S11899,2034,Spring,MATH101,81.6
S12735,2038,Fall,PSY101,85.1
S10099,2025,Spring,ENG201,70.1
S12390,2036,Fall,PSY101,71.9
S12336,2036,Fall,HIST205,90.7
S11881,2034,Spring,ECON210,96.9
S10662,2028,Spring,MATH101,75.7
S11248,2031,Summer,CS150,81.9
S11965,2034,Spring,CS150,84.7
S10065,2025,Fall,MATH101,82.8
S12971,2039,Spring,ENG201,90.1
S12652,2038,Fall,ENG201,93.4
S12984,2039,Summer,HIST205,77.4
S11211,2031,Summer,MATH101,74.5
S12727,2038,Fall,PSY101,100.0
S10543,2027,Spring,PSY101,86.2
S10892,2029,Spring,CS150,85.9
S11665,2033,Fall,ENG201,82.5
S10050,2025,Spring,HIST205,74.6
S12287,2036,Spring,CS150,84.7
S10340,2026,Summer,ENG201,66.8
S10985,2029,Summer,ENG201,68.1
S12028,2035,Summer,BIO110,87.0
S11853,2034,Fall,BIO110,91.4
S12750,2038,Summer,PSY101,100.0
S11963,2034,Fall,CS150,89.2
S11615,2033,Summer,ENG201,100.0
S12175,2035,Spring,MATH101,100.0
S11743,2033,Summer,BIO110,92.0
S10137,2025,Spring,MATH101,69.4
S12065,2035,Summer,CS150,80.7
S11927,2034,Fall,HIST205,81.7
S10164,2025,Spring,ECON210,79.7
S10181,2025,Spring,HIST205,65.1
S11711,2033,Spring,BIO110,81.7
S10020,2025,Summer,HIST205,83.7
S12349,2036,Fall,HIST205,83.5
S12914,2039,Fall,MATH101,96.2
S12696,2038,Summer,ENG201,98.0
S10910,2029,Fall,BIO110,74.9
S12913,2039,Fall,PSY101,96.7
S11778,2033,Fall,MATH101,79.2
S11340,2031,Fall,CHEM120,81.3
S11015,2030,Fall,ECON210,80.2
S11010,2030,Summer,CS150,89.2
S11753,2033,Spring,ENG201,68.0
S10059,2025,Fall,BIO110,79.8
S11143,2030,Fall,BIO110,79.7
S11895,2034,Fall,CS150,81.0
S11939,2034,Summer,HIST205,84.8
S12423,2037,Fall,CHEM120,87.7
S10886,2029,Summer,HIST205,82.0
S12938,2039,Summer,PSY101,77.6
S12137,2035,Summer,MATH101,97.7
S11686,2033,Fall,HIST205,78.9
S10354,2026,Summer,CS150,73.2
S10940,2029,Summer,CS150,67.1
S12264,2036,Fall,BIO110,92.1
S12367,2036,Fall,PSY101,73.0
S10696,2028,Summer,ECON210,78.6
S12504,2037,Spring,PSY101,79.3
S13079,2040,Summer,CS150,90.0
S10642,2028,Summer,BIO110,73.9
S12472,2037,Summer,ENG201,81.7
S11208,2031,Spring,ECON210,68.8
S10900,2029,Summer,MATH101,80.3
S11407,2032,Spring,ECON210,93.3
S10701,2028,Fall,ECON210,84.4
S11713,2033,Fall,PSY101,89.4
S11878,2034,Spring,PSY101,70.5
S11906,2034,Summer,PSY101,71.4
S10455,2027,Summer,ENG201,68.3
S10559,2027,Fall,MATH101,71.3
S11149,2030,Spring,ECON210,71.9
S10244,2026,Summer,ECON210,63.7
S12329,2036,Spring,MATH101,93.5
S10131,2025,Summer,MATH101,72.5
S10521,2027,Spring,MATH101,79.0
S11375,2031,Fall,CHEM120,78.3
S10828,2029,Spring,MATH101,74.0
S11104,2030,Summer,ECON210,87.5
S11468,2032,Spring,HIST205,71.8
S12588,2037,Fall,ECON210,81.6
S10795,2028,Fall,MATH101,84.4
S11874,2034,Summer,ECON210,94.5
S10558,2027,Fall,ENG201,77.8
S11529,2032,Fall,BIO110,72.4
S11586,2032,Spring,MATH101,82.7
S10729,2028,Fall,ENG201,69.8
S11863,2034,Spring,PSY101,70.0
S12496,2037,Fall,MATH101,85.8
S10885,2029,Fall,ECON210,92.1
S10593,2027,Spring,ENG201,77.3
S11785,2033,Summer,ENG201,71.0
S13170,2040,Summer,ENG201,84.4
S11984,2034,Summer,BIO110,91.6
S12396,2036,Fall,ENG201,79.3
S11929,2034,Summer,PSY101,99.7
S10301,2026,Fall,BIO110,68.9
S12882,2039,Spring,MATH101,85.8
S11538,2032,Summer,ENG201,72.0
S10819,2029,Spring,HIST205,85.9
S11689,2033,Spring,ENG201,80.6
S10971,2029,Fall,MATH101,71.9
S10401,2027,Fall,HIST205,69.9
S10932,2029,Fall,ENG201,65.7
S12758,2038,Fall,BIO110,80.3
S10451,2027,Spring,CS150,82.3
S10942,2029,Fall,ENG201,82.5
S11334,2031,Spring,CS150,81.2
S10814,2029,Summer,MATH101,85.6
S11716,2033,Spring,CS150,85.3
S11335,2031,Fall,ENG201,77.3
S12374,2036,Fall,BIO110,95.6
S12427,2037,Summer,MATH101,87.5
S11821,2034,Spring,MATH101,84.6
S10963,2029,Fall,BIO110,83.0
S10290,2026,Summer,MATH101,71.7
S13166,2040,Fall,CS150,88.9
S12109,2035,Spring,HIST205,90.2
S13194,2040,Spring,HIST205,79.7
S10119,2025,Fall,ECON210,78.0
S10647,2028,Spring,ENG201,75.6
S10720,2028,Fall,PSY101,78.5
S12201,2036,Summer,MATH101,85.1
S10214,2026,Fall,CS150,70.8
S10427,2027,Spring,MATH101,80.2
S10177,2025,Summer,MATH101,83.6
S11856,2034,Spring,CHEM120,95.1
S12526,2037,Spring,HIST205,91.4
S11369,2031,Summer,PSY101,72.9
S11029,2030,Spring,PSY101,70.5
S13146,2040,Fall,BIO110,86.3
S10858,2029,Summer,ENG201,72.9
S11167,2030,Summer,ENG201,83.2
S11491,2032,Fall,HIST205,100.0
S12641,2038,Spring,ENG201,87.6
S10221,2026,Summer,ENG201,58.4
S10176,2025,Fall,ECON210,72.1
S12744,2038,Fall,PSY101,69.1
S10654,2028,Summer,PSY101,96.6
S10722,2028,Summer,MATH101,65.2
S12037,2035,Spring,ECON210,81.3
S13150,2040,Fall,PSY101,98.7
S10611,2028,Fall,MATH101,75.6
S10461,2027,Spring,CS150,74.9
S10793,2028,Spring,ENG201,65.8
S10217,2026,Fall,HIST205,71.4
